,Brazil,China,Germany,Greece,India,US
2017-11-01,73824.0,3395.91,13465.51,767.07,33600.27,2579.36
2017-11-03,73915.0,3371.74,13478.86,763.56,33685.56,2587.84
2017-11-06,74311.0,3388.17,13468.79,761.91,33731.19,2591.13
2017-11-07,72415.0,3413.57,13379.27,748.44,33370.76,2590.64
2017-11-08,74363.0,3415.46,13382.42,741.98,33218.81,2594.38
2017-11-09,72931.0,3427.79,13182.56,741.13,33250.93,2584.62
2017-11-10,72166.0,3432.67,13127.47,734.12,33314.56,2582.3
2017-11-13,72475.0,3447.84,13074.42,717.47,33033.56,2584.84
2017-11-14,70827.0,3429.55,13033.48,720.18,32941.87,2578.87
2017-11-16,72512.0,3399.25,13047.22,701.36,33106.82,2585.64
2017-11-17,73437.0,3382.91,12993.73,712.46,33342.8,2578.85
2017-11-21,74595.0,3410.5,13167.54,721.67,33478.35,2599.03
2017-11-22,74519.0,3430.46,13015.04,720.13,33561.55,2597.08
2017-11-24,74157.0,3353.82,13059.84,723.18,33679.24,2602.42
2017-11-27,74059.0,3322.23,13000.2,724.39,33724.44,2601.42
2017-11-28,74140.0,3333.66,13059.53,726.17,33618.59,2627.04
2017-11-29,72700.0,3337.86,13061.87,738.31,33602.76,2626.07
2017-11-30,71971.0,3317.19,13023.98,740.2,33149.35,2647.58
2017-12-01,72264.0,3317.62,12861.49,748.66,32832.94,2642.22
2017-12-04,73090.0,3309.62,13058.55,741.84,32869.72,2639.44
2017-12-05,72546.0,3303.68,13048.54,730.43,32802.44,2629.57
2017-12-06,73268.0,3293.96,12998.85,727.53,32597.18,2629.27
2017-12-07,72487.0,3272.05,13045.15,728.76,32949.21,2636.98
2017-12-08,72732.0,3289.99,13153.7,740.72,33250.3,2651.5
2017-12-11,72800.0,3322.2,13123.65,738.47,33455.79,2659.99
2017-12-12,73814.0,3280.81,13183.53,738.44,33227.99,2664.11
2017-12-13,72914.0,3303.04,13125.64,749.76,33053.04,2662.85
2017-12-14,72429.0,3292.44,13068.08,767.57,33246.7,2652.01
2017-12-15,72608.0,3266.14,13103.56,767.76,33462.97,2675.81
2017-12-18,73115.0,3267.92,13312.3,783.76,33601.68,2690.16
2017-12-19,72680.0,3296.54,13215.79,783.99,33836.74,2681.47
2017-12-20,73367.0,3287.61,13069.17,789.74,33777.38,2679.25
2017-12-21,75133.0,3300.06,13109.74,793.12,33756.28,2684.57
2017-12-22,75187.0,3297.06,13072.79,804.05,33940.3,2683.34
2017-12-27,76073.0,3275.78,13070.02,809.23,33911.81,2682.62
2017-12-28,76402.0,3296.38,12979.94,799.05,33848.03,2687.54
2018-01-02,77891.0,3348.33,12871.39,818.51,33812.26,2695.81
2018-01-03,77995.0,3369.11,12978.21,817.34,33793.38,2713.06
2018-01-04,78647.0,3385.71,13167.89,825.78,33969.64,2723.99
2018-01-05,79071.0,3391.75,13319.64,829.72,34153.85,2743.15
2018-01-08,79379.0,3409.48,13367.78,837.13,34352.79,2747.71
2018-01-09,78864.0,3413.9,13385.59,841.28,34443.19,2751.29
2018-01-10,78201.0,3421.83,13281.34,836.28,34433.07,2748.23
2018-01-11,79365.0,3425.34,13202.9,846.98,34503.49,2767.56
2018-01-12,79349.0,3428.94,13245.03,851.12,34592.39,2786.24
2018-01-16,79832.0,3436.59,13246.33,852.81,34771.05,2776.42
2018-01-17,81189.0,3444.67,13183.96,841.51,35081.82,2802.56
2018-01-18,80963.0,3474.75,13281.43,837.56,35260.29,2798.03
2018-01-19,81220.0,3487.86,13434.45,847.56,35511.58,2810.3
2018-01-22,81675.0,3501.36,13463.69,858.12,35798.01,2832.97
2018-01-23,80678.0,3546.5,13559.6,872.0,36139.98,2839.13
2018-01-24,83680.0,3559.47,13414.74,883.98,36161.64,2837.54
2018-01-29,84698.0,3523.0,13324.48,886.54,36283.25,2853.53
2018-01-30,84482.0,3488.01,13197.71,868.08,36033.73,2822.43
2018-01-31,84913.0,3480.83,13189.48,878.83,35965.02,2823.81
2018-02-01,85495.0,3446.98,13003.9,886.44,35906.66,2821.98
2018-02-02,84041.0,3462.08,12785.16,875.38,35066.75,2762.13
2018-02-05,81861.0,3487.5,12687.49,853.67,34757.16,2648.94
2018-02-06,83894.0,3370.65,12392.66,838.8,34195.94,2695.14
2018-02-07,82767.0,3309.26,12590.43,849.94,34082.71,2681.66
2018-02-08,81533.0,3262.05,12260.29,841.38,34413.16,2581.0
2018-02-09,80899.0,3129.85,12107.48,828.78,34005.76,2619.55
2018-02-14,83543.0,3199.16,12339.16,825.64,34155.95,2698.63
2018-02-22,86686.0,3268.56,12461.91,845.34,33819.5,2703.96
2018-02-23,87293.0,3289.02,12483.79,844.12,34142.15,2747.3
2018-02-26,87653.0,3329.57,12527.04,837.04,34445.75,2779.6
2018-02-27,86935.0,3292.07,12490.73,837.77,34346.39,2744.28
2018-02-28,85354.0,3259.41,12435.85,835.66,34184.04,2713.83
2018-03-01,85378.0,3273.75,12190.94,831.0,34046.94,2677.67
2018-03-05,86023.0,3256.93,12090.87,794.51,33746.78,2720.94
2018-03-06,85653.0,3289.64,12113.87,799.2,33317.2,2728.12
2018-03-07,85484.0,3271.67,12245.36,798.41,33033.09,2726.8
2018-03-08,84985.0,3288.41,12355.57,812.53,33351.57,2738.97
2018-03-09,86371.0,3307.17,12346.68,821.57,33307.14,2786.57
2018-03-12,86900.0,3326.7,12418.39,831.74,33917.94,2783.02
2018-03-13,86384.0,3310.24,12221.03,829.33,33856.78,2765.31
2018-03-14,86051.0,3291.38,12237.74,823.82,33835.74,2749.48
2018-03-15,84928.0,3291.11,12345.56,817.69,33685.54,2747.33
2018-03-16,84886.0,3269.88,12389.58,813.91,33176.0,2752.01
2018-03-19,83913.0,3279.25,12217.02,807.44,32923.12,2712.92
2018-03-20,84164.0,3290.64,12307.33,805.58,32996.76,2716.94
2018-03-21,84977.0,3280.95,12309.15,800.1,33136.18,2711.93
2018-03-22,84768.0,3263.48,12100.08,787.5,33006.27,2643.69
2018-03-23,84377.0,3152.76,11886.31,785.72,32596.54,2588.26
2018-03-26,85088.0,3133.72,11787.26,790.05,33066.41,2658.55
2018-03-27,83808.0,3166.65,11970.83,794.56,33174.39,2612.62
2018-03-28,83874.0,3122.29,11940.71,790.8,32968.68,2605.0
2018-04-03,84623.0,3136.63,12002.45,779.45,33370.63,2614.45
2018-04-04,84360.0,3131.11,11957.9,781.14,33019.07,2644.69
2018-04-10,84510.0,3190.32,12397.32,810.54,33880.25,2656.87
2018-04-11,85246.0,3208.08,12293.97,799.31,33940.44,2642.19
2018-04-12,85444.0,3180.16,12415.01,806.08,34101.13,2663.99
2018-04-13,84334.0,3159.05,12442.4,810.93,34192.65,2656.3
2018-04-16,82862.0,3110.65,12391.41,820.88,34305.43,2677.84
2018-04-17,84086.0,3066.8,12585.57,836.94,34395.06,2706.39
2018-04-18,85776.0,3091.4,12590.83,842.34,34331.68,2708.64
2018-04-19,85824.0,3117.38,12567.42,848.71,34427.29,2693.13
2018-04-20,85550.0,3071.54,12540.5,844.7,34415.58,2670.14
2018-04-23,85603.0,3068.01,12572.39,838.63,34450.77,2670.29
2018-04-24,85469.0,3128.93,12550.82,837.53,34616.64,2634.56
2018-04-25,85044.0,3117.97,12422.3,825.93,34501.27,2639.4
2018-04-26,86383.0,3075.03,12500.47,835.8,34713.6,2666.94
2018-04-27,86445.0,3082.23,12580.87,849.26,34969.7,2669.91
2018-05-02,84547.0,3081.18,12802.25,858.06,35176.42,2635.67
2018-05-03,83288.0,3100.86,12690.15,839.34,35103.14,2629.73
2018-05-04,83118.0,3091.03,12819.6,823.89,34915.38,2663.42
2018-05-07,82714.0,3136.64,12948.14,810.72,35208.14,2672.63
2018-05-08,82956.0,3161.5,12912.21,817.92,35216.32,2671.92
2018-05-09,84265.0,3159.15,12943.06,818.67,35319.35,2697.79
2018-05-10,85861.0,3174.41,13022.87,817.66,35246.27,2723.07
2018-05-11,85220.0,3163.26,13001.24,822.37,35535.79,2727.72
2018-05-14,85232.0,3174.03,12977.71,815.99,35556.71,2730.13
2018-05-15,85130.0,3192.12,12970.04,799.37,35543.94,2711.45
2018-05-16,86537.0,3169.57,12996.33,787.9,35387.88,2722.46
2018-05-17,83622.0,3154.28,13114.61,786.2,35149.12,2720.13
2018-05-18,83082.0,3193.3,13077.72,782.8,34848.3,2712.97
2018-05-22,82739.0,3214.35,13169.92,797.65,34651.24,2724.44
2018-05-23,80867.0,3168.96,12976.84,784.93,34344.91,2733.29
2018-05-24,80122.0,3154.65,12855.09,770.89,34663.11,2727.76
2018-05-25,78898.0,3141.3,12938.01,755.63,34924.87,2721.33
2018-05-29,76072.0,3120.46,12666.51,738.08,34949.24,2689.86
2018-05-30,76754.0,3041.44,12783.76,749.28,34906.11,2724.01
2018-06-01,77240.0,3075.14,12724.27,776.77,35227.26,2734.62
2018-06-04,78596.0,3091.19,12770.75,778.57,35011.89,2746.87
2018-06-05,76642.0,3114.21,12787.13,789.32,34903.21,2748.8
2018-06-06,76117.0,3115.18,12830.07,781.05,35178.88,2772.35
2018-06-07,73851.0,3109.5,12811.05,778.62,35463.08,2770.37
2018-06-08,72942.0,3067.15,12766.55,773.06,35443.67,2779.03
2018-06-11,72308.0,3052.78,12842.91,758.96,35483.47,2782.0
2018-06-12,72754.0,3079.8,12842.3,762.43,35692.52,2786.85
2018-06-13,72122.0,3049.8,12890.58,769.68,35739.16,2775.63
2018-06-14,71421.0,3044.16,13107.1,778.71,35599.82,2782.49
2018-06-15,70758.0,3021.9,13010.55,763.45,35622.14,2779.66
2018-06-19,71394.0,2907.82,12677.97,766.13,35286.74,2762.59
2018-06-20,72123.0,2915.73,12695.16,765.89,35547.33,2767.32
2018-06-21,70075.0,2875.81,12511.91,772.89,35432.39,2749.76
2018-06-22,70641.0,2889.76,12579.72,771.18,35689.6,2754.88
2018-06-25,70953.0,2859.34,12270.33,777.08,35470.35,2717.07
2018-06-26,71405.0,2844.51,12234.34,768.89,35490.04,2723.06
2018-06-27,70609.0,2813.18,12348.61,767.91,35217.11,2699.63
2018-06-28,71767.0,2786.9,12177.23,748.03,35037.64,2716.31
2018-06-29,72763.0,2847.42,12306.0,757.57,35423.48,2718.37
2018-07-02,72840.0,2775.56,12238.17,748.21,35264.41,2726.71
2018-07-03,73668.0,2786.89,12349.14,745.91,35378.6,2713.22
2018-07-05,74553.0,2733.88,12464.29,748.57,35574.55,2736.61
2018-07-06,75010.0,2747.23,12496.17,747.04,35657.86,2759.82
2018-07-10,74862.0,2827.63,12609.85,755.33,36239.62,2793.84
2018-07-11,74399.0,2777.77,12417.13,746.7,36265.93,2774.02
2018-07-12,75856.0,2837.66,12492.97,752.4,36548.41,2798.29
2018-07-13,76594.0,2831.18,12540.73,761.91,36541.63,2801.31
2018-07-16,76653.0,2814.04,12561.02,765.71,36323.77,2798.43
2018-07-17,78130.0,2798.13,12661.54,765.35,36519.96,2809.55
2018-07-18,77363.0,2787.26,12765.94,773.78,36373.44,2815.62
2018-07-19,77487.0,2772.55,12686.29,766.64,36351.23,2804.49
2018-07-20,78571.0,2829.27,12561.42,754.36,36496.37,2801.83
2018-07-23,77996.0,2859.54,12548.57,751.5,36718.6,2806.98
2018-07-24,79155.0,2905.56,12689.39,750.27,36825.1,2820.4
2018-07-25,80218.0,2903.65,12579.33,752.78,36858.23,2846.07
2018-07-26,79405.0,2882.23,12809.23,755.41,36984.64,2837.44
2018-07-27,79866.0,2873.59,12860.4,751.43,37336.85,2818.82
2018-07-30,80276.0,2869.05,12798.2,758.18,37494.4,2802.6
2018-07-31,79220.0,2876.4,12805.5,761.23,37606.58,2816.29
2018-08-01,79302.0,2824.53,12737.05,761.66,37521.62,2813.36
2018-08-02,79637.0,2768.02,12546.33,755.93,37165.16,2827.22
2018-08-03,81435.0,2740.44,12615.76,761.69,37556.16,2840.35
2018-08-06,81051.0,2705.16,12598.21,759.63,37691.89,2850.4
2018-08-07,80347.0,2779.37,12648.19,761.29,37665.8,2858.45
2018-08-08,79152.0,2744.07,12633.54,758.04,37887.56,2857.7
2018-08-09,78768.0,2794.38,12676.11,754.65,38024.37,2853.58
2018-08-10,76514.0,2795.31,12424.35,743.73,37869.23,2833.28
2018-08-13,77496.0,2785.87,12358.74,720.71,37644.9,2821.93
2018-08-14,78602.0,2780.96,12358.87,720.32,37852.0,2839.96
2018-08-16,76819.0,2705.19,12237.17,707.77,37663.56,2840.69
2018-08-17,76029.0,2668.97,12210.55,710.35,37947.88,2850.13
2018-08-20,76328.0,2698.47,12331.3,712.61,38278.75,2857.05
2018-08-21,75180.0,2733.83,12384.49,705.2,38285.75,2862.96
2018-08-23,75634.0,2724.62,12365.58,731.19,38336.76,2856.98
2018-08-24,76262.0,2729.43,12394.52,724.85,38251.8,2874.69
2018-08-27,77930.0,2780.9,12538.31,736.27,38694.11,2896.74
2018-08-28,77473.0,2777.98,12527.42,737.47,38896.63,2897.52
2018-08-29,78389.0,2769.29,12561.68,742.96,38722.93,2914.04
2018-08-30,76404.0,2737.74,12494.24,739.7,38690.1,2901.13
2018-08-31,76678.0,2725.25,12364.06,729.62,38645.07,2901.52
2018-09-04,74712.0,2750.58,12210.21,710.24,38157.92,2896.72
2018-09-05,75092.0,2704.34,12040.46,696.09,38018.31,2888.6
2018-09-06,76416.0,2691.59,11955.25,688.77,38242.81,2878.05
2018-09-10,76436.0,2669.48,11986.34,705.03,37922.17,2877.13
2018-09-11,74657.0,2664.8,11970.27,692.04,37413.13,2887.89
2018-09-12,75125.0,2656.11,12032.3,690.27,37717.96,2888.92
2018-09-14,75429.0,2681.64,12124.33,681.69,38090.64,2904.98
2018-09-17,76789.0,2651.79,12096.41,682.75,37585.51,2888.8
2018-09-18,78314.0,2699.95,12157.67,686.68,37290.67,2904.31
2018-09-19,78169.0,2730.85,12219.02,689.59,37121.22,2907.95
2018-09-21,79444.0,2797.48,12430.88,698.74,36841.6,2929.67
2018-09-25,78630.0,2781.14,12374.66,699.89,36652.06,2915.56
2018-09-26,78656.0,2806.81,12385.89,701.89,36542.27,2905.97
2018-09-27,80000.0,2791.77,12435.59,707.92,36324.17,2914.0
2018-09-28,79342.0,2821.35,12246.73,691.69,36227.14,2913.98
2018-10-08,86084.0,2716.51,11947.16,641.79,34474.38,2884.43
2018-10-09,86088.0,2721.01,11977.22,626.17,34299.47,2880.34
2018-10-10,83679.0,2725.84,11712.5,625.83,34760.89,2785.68
2018-10-11,82921.0,2583.46,11539.35,626.86,34001.15,2728.37
2018-10-15,83360.0,2568.1,11614.16,634.47,34865.1,2750.79
2018-10-16,85718.0,2546.33,11776.55,644.66,35162.48,2809.92
2018-10-17,85764.0,2561.61,11715.03,637.08,34779.58,2809.21
2018-10-19,84220.0,2550.47,11553.83,624.81,34315.63,2767.78
2018-10-22,85597.0,2654.88,11524.34,626.61,34134.38,2755.88
2018-10-23,85300.0,2594.83,11274.28,619.47,33847.23,2740.69
2018-10-24,83064.0,2603.3,11191.63,632.56,34033.96,2656.1
2018-10-25,84084.0,2603.8,11307.12,633.46,33690.09,2705.57
2018-10-26,85720.0,2598.85,11200.62,633.27,33349.31,2658.69
2018-10-29,83797.0,2542.1,11335.48,640.07,34067.4,2641.25
2018-10-30,86886.0,2568.05,11287.39,636.65,33891.13,2682.63
2018-10-31,87424.0,2602.78,11447.51,640.15,34442.05,2711.74
2018-11-01,88419.0,2606.24,11468.54,619.32,34431.97,2740.37
2018-11-05,89598.0,2665.43,11494.96,618.84,34950.92,2738.31
2018-11-06,88669.0,2659.36,11484.34,629.84,34991.91,2755.45
2018-11-07,87714.0,2641.34,11579.1,640.75,35237.68,2813.89
2018-11-09,85641.0,2598.87,11529.16,643.42,35158.55,2781.01
2018-11-12,85525.0,2630.52,11325.44,635.2,34812.99,2726.22
2018-11-13,84914.0,2654.88,11472.22,644.0,35144.49,2722.18
2018-11-14,85973.0,2632.24,11412.53,634.64,35141.99,2701.58
2018-11-16,88515.0,2679.11,11341.0,625.69,35457.16,2736.27
2018-11-19,87901.0,2703.51,11244.54,617.18,35774.88,2690.73
2018-11-21,87269.0,2651.51,11244.17,599.95,35199.8,2649.93
2018-11-26,85547.0,2575.81,11354.72,603.43,35354.08,2673.45
2018-11-27,87891.0,2574.68,11309.11,604.26,35513.14,2682.17
2018-11-28,89251.0,2601.74,11298.88,603.11,35716.95,2743.79
2018-11-29,89710.0,2567.44,11298.23,618.16,36170.41,2737.76
2018-11-30,89504.0,2588.19,11257.24,630.23,36194.3,2760.17
2018-12-03,89820.0,2654.8,11465.46,659.72,36241.0,2790.37
2018-12-04,88624.0,2665.96,11335.32,656.96,36134.31,2700.06
2018-12-06,88846.0,2605.18,10810.98,652.04,35312.13,2695.95
2018-12-07,88115.0,2605.89,10788.09,648.71,35673.25,2633.08
2018-12-10,85915.0,2584.58,10622.07,638.2,34959.72,2637.72
2018-12-11,86420.0,2594.09,10780.51,635.84,35150.01,2636.78
2018-12-12,86977.0,2602.15,10929.43,646.16,35779.07,2651.07
2018-12-13,87838.0,2634.05,10924.7,648.49,35929.64,2650.54
2018-12-14,87450.0,2593.74,10865.77,645.24,35962.93,2599.95
2018-12-17,86400.0,2597.97,10772.2,632.04,36270.07,2545.94
2018-12-18,86610.0,2576.65,10740.89,625.31,36347.08,2546.16
2018-12-19,85674.0,2549.56,10766.21,618.98,36484.33,2506.96
2018-12-20,85269.0,2536.27,10611.1,613.5,36431.67,2467.42
2018-12-21,85697.0,2516.25,10633.82,608.58,35742.07,2416.62
2018-12-27,85460.0,2483.09,10381.51,597.83,35807.28,2488.83
2018-12-28,87887.0,2493.9,10558.96,603.84,36076.72,2485.74
2019-01-02,91012.0,2465.29,10580.19,605.34,35891.52,2510.03
2019-01-03,91564.0,2464.36,10416.66,607.05,35513.71,2447.89
2019-01-04,91841.0,2514.87,10767.69,615.69,35695.1,2531.94
2019-01-07,91699.0,2533.09,10747.81,620.6,35850.16,2549.69
2019-01-08,92032.0,2526.46,10803.98,626.13,35980.93,2574.41
2019-01-09,93613.0,2544.34,10893.32,638.22,36212.91,2584.96
2019-01-10,93806.0,2535.1,10921.59,633.2,36106.5,2596.64
2019-01-11,93658.0,2553.83,10887.46,635.7,36009.84,2596.26
2019-01-14,94474.0,2535.77,10855.91,629.88,35853.56,2582.61
2019-01-15,94056.0,2570.34,10891.79,622.78,36318.33,2610.3
2019-01-16,94393.0,2570.42,10931.24,622.76,36321.29,2616.1
2019-01-17,95351.0,2559.64,10918.62,616.96,36374.08,2635.96
2019-01-18,96097.0,2596.01,11205.54,617.37,36386.61,2670.71
2019-01-22,95103.0,2579.7,11090.11,630.17,36444.64,2632.9
2019-01-23,96558.0,2581.0,11071.54,631.32,36108.47,2638.7
2019-01-24,97677.0,2591.69,11130.18,632.34,36195.1,2642.33
2019-01-28,95444.0,2596.98,11210.31,630.7,35656.7,2643.85
2019-01-29,95639.0,2594.25,11218.83,635.51,35592.5,2640.0
2019-01-30,96996.0,2575.58,11181.66,635.67,35591.25,2681.05
2019-01-31,97394.0,2584.57,11173.1,634.64,36256.69,2704.1
2019-02-01,97861.0,2618.23,11180.66,641.48,36469.43,2706.53
2019-02-11,94413.0,2653.9,11014.59,654.57,36395.03,2709.8
2019-02-12,96168.0,2671.89,11126.08,655.09,36153.62,2744.73
2019-02-13,95842.0,2721.07,11167.22,656.08,36034.11,2753.03
2019-02-14,98015.0,2719.7,11089.79,654.03,35876.22,2745.73
2019-02-15,97526.0,2682.39,11299.8,655.1,35808.95,2775.6
2019-02-19,97659.0,2755.65,11309.21,666.96,35352.61,2779.76
2019-02-20,96545.0,2761.22,11401.97,671.5,35756.26,2784.7
2019-02-21,96932.0,2751.8,11423.28,677.17,35898.35,2774.88
2019-02-22,97886.0,2804.23,11457.7,676.87,35871.48,2792.67
2019-02-25,97240.0,2961.28,11505.39,686.77,36213.38,2796.11
2019-02-26,97603.0,2941.52,11540.79,692.84,35973.71,2793.9
2019-02-27,97307.0,2953.82,11487.33,695.24,35905.43,2792.38
2019-02-28,95584.0,2940.95,11515.64,707.51,35867.44,2784.49
2019-03-01,94604.0,2994.01,11601.68,712.61,36063.81,2803.69
2019-03-06,94217.0,3102.1,11587.63,707.17,36636.1,2771.45
2019-03-07,94340.0,3106.42,11517.8,704.43,36725.42,2748.93
2019-03-08,95365.0,2969.86,11457.84,696.56,36671.43,2743.07
2019-03-12,97828.0,3060.31,11524.17,703.91,37535.66,2791.52
2019-03-13,98904.0,3026.95,11572.41,710.19,37752.17,2810.92
2019-03-14,98605.0,2990.68,11587.47,719.9,37754.89,2808.48
2019-03-15,99137.0,3021.75,11685.69,722.12,38024.32,2822.48
2019-03-18,99994.0,3096.42,11657.06,725.41,38095.07,2832.94
2019-03-19,99588.0,3090.97,11788.41,714.44,38363.47,2832.57
2019-03-20,98041.0,3090.64,11603.89,715.47,38386.75,2824.23
2019-03-22,93735.0,3104.15,11364.17,708.24,38164.61,2800.71
2019-03-26,95307.0,2997.1,11419.48,712.25,38233.41,2818.46
2019-03-27,91903.0,3022.72,11419.04,713.73,38132.88,2805.37
2019-03-28,94389.0,2994.94,11428.16,713.66,38545.72,2815.44
2019-03-29,95415.0,3090.76,11526.04,721.37,38672.91,2834.4
2019-04-01,96054.0,3170.36,11681.99,741.01,38871.87,2867.19
2019-04-02,95387.0,3176.82,11754.79,743.46,39056.65,2867.24
2019-04-03,94491.0,3216.3,11954.4,749.4,38877.12,2873.4
2019-04-04,96313.0,3246.57,11988.01,745.0,38684.72,2879.39
2019-04-08,97369.0,3244.81,11963.4,753.58,38700.53,2895.77
2019-04-09,96292.0,3239.66,11850.57,753.16,38939.22,2878.2
2019-04-10,95953.0,3241.93,11905.91,755.53,38585.35,2888.21
2019-04-11,94755.0,3189.96,11935.2,764.13,38607.01,2888.32
2019-04-12,92875.0,3188.63,11999.93,765.67,38767.11,2907.41
2019-04-15,93083.0,3177.79,12020.28,773.51,38905.84,2905.58
2019-04-16,94333.0,3253.6,12101.32,775.78,39275.64,2907.06
2019-04-18,94578.0,3250.2,12222.39,778.42,39140.28,2905.03
2019-04-23,95923.0,3198.59,12235.51,776.4,38564.88,2933.68
2019-04-24,95045.0,3201.61,12313.16,772.66,39054.68,2927.25
2019-04-25,96552.0,3123.83,12282.6,772.74,38730.86,2926.17
2019-04-30,96353.0,3078.34,12344.08,773.24,39031.55,2945.83
2019-05-06,95009.0,2906.46,12286.88,754.2,38600.34,2932.47
2019-05-07,94389.0,2926.39,12092.74,758.97,38276.63,2884.05
2019-05-08,95597.0,2893.76,12179.93,743.01,37789.13,2879.42
2019-05-09,94808.0,2850.95,11973.92,728.62,37558.91,2870.72
2019-05-10,94258.0,2939.21,12059.83,736.01,37462.99,2881.4
2019-05-13,91727.0,2903.71,11876.65,724.65,37090.82,2811.87
2019-05-14,92092.0,2883.61,11991.62,732.06,37318.53,2834.41
2019-05-15,91623.0,2938.68,12099.57,722.88,37114.88,2850.96
2019-05-16,90024.0,2955.71,12310.37,726.51,37393.48,2876.32
2019-05-17,89993.0,2882.3,12238.94,729.31,37930.77,2859.53
2019-05-20,91946.0,2870.6,12041.29,717.21,39352.67,2840.23
2019-05-21,94485.0,2905.97,12143.47,733.18,38969.8,2864.36
2019-05-22,94361.0,2891.7,12168.74,731.49,39110.21,2856.27
2019-05-23,93910.0,2852.52,11952.41,725.56,38811.39,2822.24
2019-05-24,93628.0,2852.99,12011.04,732.02,39434.72,2826.06
2019-05-28,96393.0,2909.91,12027.05,794.63,39749.73,2802.39
2019-05-29,96567.0,2914.7,11837.81,793.06,39502.05,2783.02
2019-05-30,97457.0,2905.81,11902.08,818.33,39831.97,2788.86
2019-05-31,97030.0,2898.7,11726.84,830.24,39714.2,2752.06
2019-06-03,97020.0,2890.08,11792.81,836.84,40267.62,2744.45
2019-06-04,97380.0,2862.28,11971.17,813.33,40083.54,2803.27
2019-06-06,97205.0,2827.8,11953.14,816.95,39529.72,2843.49
2019-06-11,98960.0,2925.72,12155.81,845.95,39950.46,2885.72
2019-06-12,98321.0,2909.38,12115.68,843.73,39756.81,2879.84
2019-06-13,98774.0,2910.74,12169.05,850.37,39741.36,2891.64
2019-06-14,98040.0,2881.97,12096.4,847.36,39452.07,2886.98
2019-06-18,99404.0,2890.16,12331.75,853.32,39046.34,2917.75
2019-06-19,100303.0,2917.8,12308.53,844.0,39112.74,2926.46
2019-06-21,102013.0,3001.98,12339.92,838.72,39194.49,2950.46
2019-06-24,102062.0,3008.15,12274.57,849.35,39122.96,2945.35
2019-06-25,100093.0,2982.07,12228.44,846.66,39434.94,2917.38
2019-06-26,100689.0,2976.28,12245.32,852.27,39592.08,2913.78
2019-06-27,100724.0,2996.79,12271.03,859.12,39586.41,2924.92
2019-06-28,100967.0,2978.88,12398.8,868.48,39394.64,2941.76
2019-07-01,101340.0,3044.9,12521.38,874.38,39686.5,2964.33
2019-07-02,100605.0,3043.94,12526.72,874.47,39816.48,2973.01
2019-07-03,102043.0,3015.26,12616.24,891.31,39839.25,2995.82
2019-07-05,104089.0,3011.06,12568.53,894.66,39513.39,2990.41
2019-07-08,104530.0,2933.36,12543.51,878.17,38720.57,2975.95
2019-07-10,105817.0,2915.3,12373.41,861.57,38557.04,2993.07
2019-07-11,105146.0,2917.76,12332.12,863.33,38823.11,2999.91
2019-07-12,103906.0,2930.55,12323.32,858.35,38736.23,3013.77
2019-07-15,103803.0,2942.19,12387.34,851.28,38896.71,3014.3
2019-07-16,103775.0,2937.62,12430.97,855.91,39131.04,3004.04
2019-07-17,103856.0,2931.69,12341.03,868.01,39215.64,2984.42
2019-07-18,104717.0,2901.18,12227.85,870.58,38897.46,2995.11
2019-07-19,103452.0,2924.2,12260.07,867.81,38337.01,2976.61
2019-07-22,103949.0,2886.97,12289.4,864.99,38031.13,2985.03
2019-07-23,103704.0,2899.94,12490.74,869.64,37982.74,3005.47
2019-07-24,104120.0,2923.28,12522.89,874.34,37847.65,3019.56
2019-07-25,102655.0,2937.36,12362.1,885.99,37830.98,3003.67
2019-07-26,102819.0,2944.54,12419.9,890.7,37882.79,3025.86
2019-07-29,103483.0,2941.01,12417.47,895.04,37686.37,3020.97
2019-07-30,102933.0,2952.34,12147.24,889.81,37397.24,3013.18
2019-07-31,101812.0,2932.51,12189.04,899.93,37481.12,2980.38
2019-08-01,102126.0,2908.77,12253.15,895.04,37018.32,2953.56
2019-08-02,102674.0,2867.84,11872.44,885.11,37118.22,2932.05
2019-08-05,100098.0,2821.5,11658.51,851.2,36699.84,2844.74
2019-08-06,102164.0,2777.56,11567.96,844.47,36976.85,2881.77
2019-08-07,102782.0,2768.68,11650.15,837.56,36690.5,2883.98
2019-08-08,104115.0,2794.55,11845.41,846.8,37327.36,2938.09
2019-08-09,103996.0,2774.75,11693.8,840.27,37581.91,2918.65
2019-08-13,103299.0,2797.26,11750.13,818.51,36958.16,2926.32
2019-08-14,100258.0,2808.91,11492.66,798.89,37311.53,2840.6
2019-08-16,99806.0,2823.82,11562.74,792.06,37350.33,2888.68
2019-08-19,99469.0,2883.1,11715.37,828.3,37402.49,2923.65
2019-08-20,99222.0,2880.0,11651.18,829.74,37328.01,2900.51
2019-08-21,101202.0,2880.33,11802.85,832.72,37060.37,2924.43
2019-08-22,100011.0,2883.44,11747.04,845.22,36472.93,2922.95
2019-08-23,97667.0,2897.43,11611.51,831.7,36701.16,2847.11
2019-08-26,96430.0,2863.57,11658.04,828.95,37494.12,2878.38
2019-08-27,97276.0,2902.19,11730.02,831.64,37641.27,2869.16
2019-08-28,98194.0,2893.76,11701.02,843.42,37451.84,2887.94
2019-08-29,100524.0,2890.92,11838.88,858.46,37068.93,2924.58
2019-08-30,101135.0,2886.24,11939.28,868.1,37332.79,2926.46
2019-09-03,99681.0,2930.15,11910.86,853.89,36562.91,2906.27
