,Brazil,China,Germany,Greece,India,US
2016-01-05,0.0065752365558378045,-0.002597218640486787,0.0025891629019128004,-0.0056994931110105895,-0.001679957445077207,0.0020102404911241933
2016-01-07,-0.04149114029371681,-0.05075699060238037,-0.032555937152578096,-0.04443189080261778,-0.02889269601413602,-0.03718798130101142
2016-01-08,-0.002041645340026932,0.019460608029945092,-0.013163612287385718,-0.008107256765268467,0.0033141770931290893,-0.010897570278898705
2016-01-11,-0.016434917226693102,-0.054731372511875875,-0.00246716545103709,-0.007365190959947476,-0.004392747566553723,0.0008529006939781425
2016-01-12,-0.010973632721070103,0.0020398844074893674,0.016189748125542636,0.021396465691285727,-0.00577737271797929,0.007772509257391036
2016-01-13,-0.014530322686097108,-0.024533835176125507,-0.0024535780435321897,-0.008296699360507809,0.006947682730043425,-0.025282362871704045
2016-01-14,0.014175955101960014,0.019489474996888134,-0.01688307875654793,-0.026530220888606237,-0.003269991798891425,0.016558094217956842
2016-01-15,-0.0238518269092296,-0.036113879110524216,-0.025744629898412086,-0.027324924797136774,-0.01291680977475096,-0.021835767111975102
2016-01-19,-0.013363809147724837,0.036143802357398336,0.01238362724988562,-0.00035819826656879883,0.0010135920277409838,0.000531680175005711
2016-01-20,-0.010884892548036262,-0.010377021246184448,-0.02860943923174375,-0.0586695257541443,-0.017214426692897078,-0.011762765749513626
2016-01-21,0.0019107778961924282,-0.03285499800820002,0.019247870901743624,-0.006536780625102878,-0.004157488926715303,0.0051819702260038625
2016-01-22,0.008290695426421024,0.012447892676915373,0.01972447270783917,0.02143175612895476,0.019565534737751022,0.020080708854120388
2016-01-27,0.009030647575063,-0.06406867148995321,0.011803228800566501,0.020248744360878312,0.002318916262614934,-0.012639190908253717
2016-01-28,0.006596912478427086,-0.02964295674238482,-0.02471692766957112,-0.005683035204275377,-0.0009321522934282456,0.00551333252261621
2016-01-29,0.04494911211316044,0.030388412784039254,0.016310933336690425,0.0194524905294724,0.016259696938274004,0.02445864829102007
2016-02-01,0.004050588427006119,-0.017968031243875693,-0.0041143462182766655,0.007801911663780636,-0.0018456397284136727,-0.00044334239646470763
2016-02-02,-0.04988023306021816,0.022330942904131845,-0.018289018126493417,-0.00839901842792301,-0.011580673316020196,-0.01892098159537081
2016-02-03,0.025402657737126688,-0.003760375512682934,-0.015379044852471324,-0.042085990613571767,-0.012947883129402982,0.004979620098044535
2016-02-04,0.030669849876586497,0.015133606580279846,-0.004404044045870137,-0.039035730358041754,0.004740777076239766,0.0015256091026358831
2016-02-05,-0.005650148914925879,-0.006323393198613303,-0.011470398931567871,-0.01099356793619144,0.01137945990518574,-0.01865420973979326
2016-02-16,0.008731966200599572,0.02610120209567146,-0.01640742640394066,-0.04254926004018866,-0.05962994443922476,0.008226488073654892
2016-02-17,0.01654211299945807,0.01078919495071684,0.026157046053352673,0.02497087792346342,0.00815483766780467,0.01634611531802932
2016-02-18,-0.0036819158657994677,-0.001553166590022137,0.009174809659324268,0.005338180576928586,0.011369197684720334,-0.004676637085283986
2016-02-19,0.0015658691965008131,-0.0010029863270943906,-0.008019483145782047,-0.03518747138066036,0.0025309161607669495,-2.6071472335686963e-05
2016-02-22,0.039921317024710135,0.02321088441732755,0.019570661814860557,0.015343456989975301,0.0033534117324567347,0.0143507463755288
2016-02-23,-0.01665228087088977,-0.00818114814161408,-0.016516123422015028,0.012220858045297156,-0.016043490819720674,-0.012532587736590273
2016-02-24,-0.010306688877964376,0.008768571827581617,-0.02679479758975134,-0.040676922009048155,-0.013817688609494283,0.0044299448982654255
2016-02-25,-0.004691992936050937,-0.06621290516763789,0.01769628563489789,0.0202457189589218,-0.004903089019737905,0.011284417050872797
2016-02-26,-0.0070675058498963494,0.009425571645533815,0.01929718915959633,0.0467040784271191,0.007730315558326595,-0.0018719154129476223
2016-02-29,0.028466021967165744,-0.029049610238462087,-0.001883348707796273,0.018734126720040933,-0.006599339753750044,-0.008154095918303739
2016-03-01,0.030560618428813413,0.0166721255620379,0.02308592389677777,0.006500857200261834,0.03323638832464049,0.023588387634098318
2016-03-02,0.017323356316200744,0.041744599555784134,0.006100426330984732,0.029740983156655965,0.019309533943642876,0.004085962101079588
2016-03-03,0.049963695918703976,0.0035309979518389767,-0.00252963234029302,0.028664324286695297,0.014903457979182022,0.003492597492273042
2016-03-04,0.039307912636008524,0.005019273134987401,0.0073814871154507244,0.0026806753962613783,0.0016035421854283527,0.0033004569962260533
2016-03-08,0.0003462780239704699,0.009432954143063554,-0.0134602705794169,0.019400345137714936,0.000517181490103269,-0.010419143071956682
2016-03-09,-0.008939681289998447,-0.013473603145368607,0.0031180639511152464,-0.01985265782013279,0.0054488025277290575,0.005039672807616746
2016-03-10,0.018445899442573577,-0.020409051702180214,-0.02340642638631607,0.020650678770631536,-0.006905301502710515,0.00015582470255193215
2016-03-11,0.0013708297681418458,0.001987519888321465,0.03445683897340679,0.003680377853759076,0.0038365449855799483,0.016262547567990282
2016-03-15,-0.051867074153532755,0.0190536331527138,0.0103942351393016,0.022873105424779716,-0.006771807657914408,-0.003100455169577465
2016-03-16,0.013341540246337047,0.0021134136345093424,0.004976598416220668,-0.013153626135081531,0.005334169266376421,0.005584768976783394
2016-03-17,0.06388665367133939,0.011913024465324717,-0.009178147516585966,-0.007884357374352113,-0.00020705087305827874,0.0065735853667518995
2016-03-18,-0.0019463482635870832,0.017174542192998743,0.005906382135432153,-0.03344937318875463,0.011097006467682746,0.004395912383556855
2016-03-21,0.007000920865058546,0.021309990437512916,-0.00021709153709714712,-0.01262077874053702,0.013242331799538931,0.0009850824218142762
2016-03-22,-0.0031708155199527965,-0.006460468852592882,0.004148734249076469,0.004788222776300977,0.0017828408704794185,-0.0008777491176505947
2016-03-23,-0.026217986320606457,0.003527857059955508,0.0032908754209337587,0.01279669893528812,0.0002790713297979863,-0.0064064665305307855
2016-03-29,0.029056533716675048,-0.030401394228633194,-0.013559635345636423,0.027479859336395407,-0.017401602611284872,0.008944953231611485
2016-03-30,0.0018358663021267319,0.02730020384181664,0.015919431433516706,0.021231701077550902,0.017441858242442265,0.004340908403283272
2016-03-31,-0.02357370476158316,0.0010925031396951113,-0.008105132687180827,-0.0029586076341603373,0.00012943849755764347,-0.002041861276039114
2016-04-01,0.010077905146824051,0.001865818000480246,-0.0172948342066519,-0.009680752554459104,-0.0028538987786479453,0.006310940191309733
2016-04-05,-0.030278573892527305,0.014363721367871563,-0.02389616752614465,-0.01823866092311288,-0.015395125090650552,-0.013409785810915231
2016-04-06,-0.019722718555179597,-0.0008126272225101872,0.006373840037728229,-0.012749533887977726,0.0006845542891067424,0.010452861947236158
2016-04-07,0.008632789693351128,-0.013919990534525084,-0.00980319652459194,0.0006855370007432526,-0.008680318408124776,-0.01204813323694065
2016-04-08,0.03603409914748923,-0.007828677580363319,0.009569391059024213,0.01274085203045594,-0.00046921287768242337,0.002782731266950833
2016-04-11,-0.002548330033828705,0.01628235050403859,0.0062915735696122965,-0.0011402306638990112,0.014018259178111947,-0.0027435530304558142
2016-04-12,0.03596460700268622,-0.003403986045739771,0.00807226594676358,-0.013532151937377002,0.004920701010265205,0.009615763308903347
2016-04-13,0.021835925407694745,0.014117788818833077,0.026748689021159677,-0.008346536578955899,0.018954194551678683,0.00999009307508647
2016-04-18,-0.00482819390650846,-0.010812688332915599,0.009352602942229282,0.04548504831716116,0.007371671683181091,0.005707788985550799
